Country Name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Slovak Republic,30453383763,29169953013,30752150336,35130340674,46816589165,57332015148,62785305310,70708098106,86454081577,1.0047E+11,89046289247,90183986822,98997521242,94416582465,98723944144,1.01171E+11,88457167724,89640741266,95241436352,1.05905E+11
Slovenia,22711383652,20289627637,20876309576,23489889975,29634713063,34414784504,36206396344,39481044913,48006373118,55552508715,50368056543,48161250935,51516367350,46580457470,48401896410,49930685013,43090173062,44651537260,48441722816,54007972106
Sweden,2.72293E+11,2.61337E+11,2.41019E+11,2.65336E+11,3.32269E+11,3.82624E+11,3.89752E+11,4.20224E+11,4.87973E+11,5.15414E+11,4.35114E+11,4.95329E+11,5.72744E+11,5.50927E+11,5.84638E+11,5.80249E+11,5.03651E+11,5.15744E+11,5.40545E+11,5.56086E+11
Eswatini,1547884442,1738100848,1542477355,1432228173,2197612761,2770082815,3178126548,3291353813,3469363931,3294093360,3580417157,4438778554,4820499498,4886658800,4597702898,4422304977,4073390988,3840677845,4446248678,4710618472
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,
Seychelles,622985493.7,614879764.8,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016418229,1033561654,967199594,847397850.1,969936525.3,1065826670,1060226126,1328157609,1343007845,1377495054,1427524565,1503168690,1590180446
Syrian Arab Republic,15873875969,19325894913,21099833784,21582248882,21828144686,25086930693,28858965517,33332844575,40405006007,,,,,,,,,,,
Turks and Caicos Islands,,,358744800,366707910,409753640,485598810,578645760,721891470,773489740,862683630,703175750,686787810,728789570,715722770,740776770,823968140,893501650,950357510,962525840,1022312010
Chad,1534673583,1385058162,1709347793,1987622279,2736666516,4414929220,6646663561,7422102656,8638711443,10351932604,9253484108,10657705536,12156380425,12368071039,12949854263,13922223234,10945989472,10090922857,9975692095,11273115239
East Asia & Pacific (IDA & IBRD countries),1.5732E+12,1.73161E+12,1.84235E+12,2.03906E+12,2.30798E+12,2.67669E+12,3.10088E+12,3.73493E+12,4.72163E+12,5.97593E+12,6.47794E+12,7.85369E+12,9.59618E+12,1.07006E+13,1.18049E+13,1.26896E+13,1.32027E+13,1.34366E+13,1.4623E+13,1.62533E+13
Europe & Central Asia (IDA & IBRD countries),8.20024E+11,8.91499E+11,9.06917E+11,1.01879E+12,1.25216E+12,1.62164E+12,2.03229E+12,2.45885E+12,3.16205E+12,3.91485E+12,3.10579E+12,3.64689E+12,4.43438E+12,4.62738E+12,4.90963E+12,4.64032E+12,3.61676E+12,3.48468E+12,3.90531E+12,4.05733E+12
Togo,1576094566,1488185772,1481141850,1698678686,2111093198,2255942249,2280575830,2349495621,2659095101,3310277927,3365711796,3426022206,3867391618,3873529926,4320427496,4569131195,4179185205,4483932937,4808043653,5358722983
Thailand,1.26669E+11,1.26392E+11,1.20297E+11,1.34301E+11,1.52281E+11,1.72895E+11,1.89318E+11,2.21758E+11,2.62943E+11,2.91383E+11,2.8171E+11,3.41105E+11,3.70819E+11,3.97558E+11,4.20333E+11,4.07339E+11,4.01296E+11,4.12353E+11,4.55276E+11,5.04993E+11
Tajikistan,1086605267,860521119.3,1080768907,1221120799,1555301496,2076182461,2312327536,2830220713,3719506173,5161337336,4979481980,5642178580,6522732203,7633049792,8448469838,9112544556,7854602392,6952678127,7157865188,7522947810
Turkmenistan,2450564468,2904662605,3534803922,4461978499,5977560877,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36180000000,37926285714,40761142857
Latin America & the Caribbean (IDA & IBRD countries),1.96809E+12,2.17435E+12,2.11618E+12,1.8821E+12,1.9196E+12,2.22309E+12,2.70652E+12,3.18262E+12,3.76888E+12,4.40226E+12,4.12386E+12,5.1526E+12,5.87833E+12,5.93511E+12,6.08226E+12,6.2007E+12,5.29309E+12,5.15863E+12,5.73698E+12,5.55976E+12
Timor-Leste,,439646100,517708500,510677000,543315600,1078373700,1813708100,2657842700,2881040200,4391368100,3199666700,3998961300,5672048700,6661664600,5637671700,4041637000,3092624800,2503532100,2487269400,2581000000
Middle East & North Africa (IDA & IBRD countries),4.31479E+11,4.47237E+11,4.63265E+11,4.50029E+11,5.07753E+11,5.88792E+11,6.93863E+11,8.06858E+11,9.97895E+11,1.22908E+12,1.18893E+12,1.37499E+12,1.5585E+12,1.71787E+12,1.612E+12,1.5859E+12,1.42908E+12,1.44456E+12,1.4249E+12,
Tonga,196686674.7,202363492.2,181244788.5,182737040.1,202543202,229358214.8,262176133.7,294137737.1,300143056.9,349484427.6,318166562.8,369485198.8,423011844.3,472358251.2,450686353.7,443911052.3,435438217.3,401109307.4,430174168.7,450353313.9
South Asia (IDA & IBRD),5.98385E+11,6.22358E+11,6.38696E+11,6.70029E+11,7.82487E+11,9.07307E+11,1.04003E+12,1.19609E+12,1.50419E+12,1.52747E+12,1.68346E+12,2.06078E+12,2.27184E+12,2.29733E+12,2.35713E+12,2.58182E+12,2.69726E+12,2.91999E+12,3.34711E+12,3.45242E+12
Sub-Saharan Africa (IDA & IBRD countries),3.72512E+11,3.96946E+11,3.78522E+11,4.12652E+11,5.17373E+11,6.44839E+11,7.65183E+11,9.09663E+11,1.0572E+12,1.21185E+12,1.15076E+12,1.3715E+12,1.55314E+12,1.64074E+12,1.74771E+12,1.8307E+12,1.66381E+12,1.55664E+12,1.69126E+12,1.70995E+12
Trinidad and Tobago,6808982521,8154338233,8824873259,9008273721,11305459802,13280275123,15982282462,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25763220107,27268478565,27615843098,25062893969,22284780327,22474828527,23808146748
Tunisia,22943685719,21473188882,22066101341,23142294436,27453084983,31183139301,32273007554,34378437265,38908069299,44856586316,43454935940,44050929160,45810626509,45044112939,46251061734,47632326088,43173480832,41802653631,39813383484,39871132268
Turkey,2.55884E+11,2.72979E+11,2.00252E+11,2.38428E+11,3.11823E+11,4.04787E+11,5.01416E+11,5.52487E+11,6.7577E+11,7.64336E+11,6.4464E+11,7.71902E+11,8.32524E+11,8.73982E+11,9.50579E+11,9.34186E+11,8.59797E+11,8.63722E+11,8.52677E+11,7.7135E+11
Tuvalu,13687141.11,13742057.05,13196544.95,15450994.24,18231078.54,21534931.61,21839098.89,22902861.45,27030996.03,30290770.26,27101312.79,31824701.28,38713279.62,37671734.49,37507514.54,37291841.43,35492333.86,36547419.87,40620557.13,42587778.47
Tanzania,12711213451,13375976354,13581644246,14142035080,15224257698,16675948415,18399046025,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,58001200572
Uganda,5998563258,6193246837,5840503869,6178563591,6336696289,7940362799,9013834373,9942597780,12292813603,14239026630,18168902154,20186496527,20176025257,23114293416,24599550624,27291879819,27102650387,24133664285,25995031850,27461440192
Ukraine,31580639045,31261527363,37972301335,42351593887,50084197498,64819702952,86057915585,1.07648E+11,1.4258E+11,1.79817E+11,1.17113E+11,1.36013E+11,1.6316E+11,1.75781E+11,1.8331E+11,1.33503E+11,91030959455,93355993629,1.1219E+11,1.30832E+11
Upper middle income,4.13994E+12,4.55886E+12,4.61927E+12,4.63297E+12,5.19524E+12,6.2388E+12,7.51209E+12,8.93125E+12,1.1108E+13,1.35829E+13,1.30783E+13,1.58574E+13,1.89708E+13,2.03262E+13,2.16101E+13,2.23043E+13,2.08748E+13,2.07516E+13,2.28686E+13,2.44461E+13
Uruguay,23983945191,22823255802,20898788417,13606494599,12045631093,13686329890,17362857685,19579457965,23410572633,30366213118,31660911279,40284481653,47962439303,51264390114,57531233351,57236013058,53274304222,52687612262,56488991831,59596885024
United States,9.63066E+12,1.02523E+13,1.05818E+13,1.09364E+13,1.14582E+13,1.22137E+13,1.30366E+13,1.38146E+13,1.44519E+13,1.47128E+13,1.44489E+13,1.49921E+13,1.55426E+13,1.6197E+13,1.67848E+13,1.75217E+13,1.82193E+13,1.87072E+13,1.94854E+13,2.05443E+13
Uzbekistan,17078465982,13760513969,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,46679875794,56516280748,63628854499,68997168338,76658542757,81847410182,81779012351,59159945321,50499921558
St. Vincent and the Grenadines,390719148.1,396261370.4,430039296.3,461883444.4,481806296.3,521975111.1,550728666.7,610930037,684446259.3,695428851.9,674922481.5,681225963,676129407.4,692933740.7,721207407.4,727714814.8,755400000,774429629.6,792177777.8,811300000
"Venezuela, RB",97976886247,1.17141E+11,1.22904E+11,92893587734,83620628582,1.12453E+11,1.4551E+11,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,3269000000,3453000000,3799000000,4439000000,4504000000,4803000000,4250000000,4203000000,4339000000,4239000000,4095000000,3762000000,3622000000,3748000000,3863000000,3855000000,
Vietnam,28683659007,31172518403,32685198735,35064105501,39552513316,45427854693,57633255618,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.45214E+11
Vanuatu,267999225.3,272014693.1,257926881.7,262603781.8,314463144,364996869.1,394962552.3,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,759689950.9,804332795.6,880043553.7,914301119.3
World,3.25427E+13,3.35877E+13,3.33958E+13,3.46739E+13,3.89023E+13,4.38165E+13,4.74573E+13,5.14482E+13,5.79682E+13,6.36116E+13,6.03342E+13,6.60512E+13,7.33932E+13,7.50852E+13,7.72371E+13,7.93334E+13,7.50502E+13,7.61646E+13,8.09514E+13,8.59106E+13
Samoa,258833766.6,269019710.3,273088357.2,288078881.4,338838639.4,420320176.4,465568018.3,505832439.8,570469196.7,619260721.6,584706020.2,663161528.4,737401684.1,760549577.7,770021643.6,756919933.5,788307314.9,799376440,831903814.1,820491798.3
Kosovo,,1849196082,2535333632,2406270658,2790455728,3556757429,3663101604,3846819721,4655899261,5687361945,5653823284,5830415894,6692431193,6499759733,7071982209,7386883375,6440067650,6714726770,7227700023,7938990793
"Yemen, Rep.",7641102523,9652436180,9861560095,10694628092,11777966673,13872791659,16746344766,19061978586,21650532264,26910851362,25130274124,30906749533,32726417878,35401339869,40415233436,43228585321,42628328212,30968242968,26818703093,26914402224
South Africa,1.36632E+11,1.36361E+11,1.21515E+11,1.15482E+11,1.75257E+11,2.2859E+11,2.57773E+11,2.71638E+11,2.99416E+11,2.8677E+11,2.95936E+11,3.75349E+11,4.16419E+11,3.96333E+11,3.66829E+11,3.50905E+11,3.17621E+11,2.96357E+11,3.49554E+11,3.68289E+11
Zambia,3404311977,3600683040,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265556274,23460098340,25503370699,28045460442,27150630607,21243350633,20954754378,25868142077,26720073436
Zimbabwe,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,22813010116,31000519447
